,gene,chromosome,position_left,position_right,Direction,Variance
9647,Zm00001d019406,7,32456442,32457336,-,0.5459204785479482
9648,Zm00001d002128,2,6409518,6412809,+,160.91772339548476
9649,Zm00001d027642,1,9775793,9777248,+,0.4333647265040778
9650,Zm00001d026706,10,150556800,150562630,-,24.766041464287547
9651,Zm00001d021800,7,163138454,163139422,-,0.26378524774509426
9652,Zm00001d008397,8,7232819,7233317,+,26839.43524939047
9653,Zm00001d039397,3,3407197,3409321,+,3.8957388930402455
9654,Zm00001d037612,6,131757383,131761129,-,0.18881899052107629
9655,Zm00001d003273,2,38557840,38560622,+,4.459382716869795
9656,Zm00001d039437,3,4316526,4318099,+,65.8385148396406
9657,Zm00001d021248,7,146829647,146832066,+,16.711717147871376
9658,Zm00001d005859,2,190995147,190996506,-,6.812942125076316
9659,Zm00001d029762,1,86130013,86134531,+,308.68083695652325
9660,Zm00001d031134,1,178998580,179001994,-,0.11139648787128699
9661,Zm00001d043534,3,203070423,203076245,+,104.70480038738258
9662,Zm00001d050603,4,103270998,103271457,+,0.009018294868253954
9663,Zm00001d008916,8,25186391,25205767,-,343.79205630261237
9664,Zm00001d012333,8,172624861,172626394,-,25.54661782702192
9665,Zm00001d024082,10,42493159,42494244,+,2.5241355459596444
9666,Zm00001d027707,1,11591118,11595660,-,92.66334325775304
9667,Zm00001d045808,9,40484707,40494877,+,3.503054814149463
9668,Zm00001d034439,1,292992896,292996196,-,0.19300261561751628
9669,Zm00001d008595,8,13962714,13964723,+,73.4982720095682
9670,Zm00001d035512,6,30481709,30486777,+,2198.0363124572555
9671,Zm00001d031460,1,191032598,191034959,+,36.93562983556823
9672,Zm00001d045692,9,33551040,33565514,+,1.3510598632056618
9673,Zm00001d014960,5,70336508,70337792,-,8.668365457646248
9674,Zm00001d045238,9,16776535,16776862,-,0.04250220874052995
9675,Zm00001d038585,6,160539492,160540155,-,342.0907031324921
9676,Zm00001d042961,3,184964595,184969233,-,9.62393731657942
9677,Zm00001d031545,1,193834071,193835680,-,234.4034963033399
9678,Zm00001d009161,8,40267884,40272449,-,85.43814634763369
9679,Zm00001d006780,2,216491787,216503386,+,36.98375117493684
9680,Zm00001d038847,6,165737561,165747422,-,0.7810371940028263
9681,Zm00001d009570,8,71232542,71233457,+,57.11828045043803
9682,Zm00001d016199,5,150352204,150353890,-,43.32142948652195
9683,Zm00001d021646,7,158960252,158969690,-,2.1990003383302565
9684,Zm00001d050178,4,71005584,71008083,+,19.61308301459531
9685,Zm00001d018274,5,217743712,217763219,+,51.05012664661287
9686,Zm00001d021031,7,140949103,140954205,+,48.105310500435344
9687,Zm00001d013084,5,4479885,4480765,-,0.1545774007785415
9688,Zm00001d029829,1,89157702,89163658,+,0.6858560944529875
9689,Zm00001d043581,3,204415199,204420368,+,2.5538311742838964
9690,Zm00001d042791,3,179599069,179599408,+,0.004905090146739035
9691,Zm00001d021060,7,141821899,141824221,-,301.6264250092691
9692,Zm00001d035507,6,29725788,29727348,-,7.49524087638868e-05
9693,Zm00001d028627,1,41306016,41327056,+,0.005472886266382888
9694,Zm00001d025654,10,125148712,125149748,-,440.2084970394164
9695,Zm00001d017682,5,204120836,204122561,-,75.73621854087568
9696,Zm00001d010590,8,121144351,121148411,-,9.359635969173958
9697,Zm00001d031402,1,189190928,189194675,+,0.007437787675142128
9698,Zm00001d010309,8,109067494,109086927,+,18.470932385140262
9699,Zm00001d008531,8,11932845,11938036,-,14.039453563716627
9700,Zm00001d005277,2,167120177,167120837,-,0.03235502929158003
9701,Zm00001d050286,4,78883775,78884033,+,0.5388788511170366
9702,Zm00001d019576,7,43879918,43882845,-,9.031532014077488
9703,Zm00001d049584,4,36264895,36265975,+,9.555634529627874
9704,Zm00001d043175,3,190628816,190634540,-,1713.4450531390896
9705,Zm00001d026312,10,143369709,143373664,-,303.70851490429436
9706,Zm00001d043141,3,190034696,190036138,+,30.66725230583755
9707,Zm00001d016208,5,150578013,150578814,-,0.0008057136993256737
9708,Zm00001d016055,5,141778288,141782493,-,0.23411868904128966
9709,Zm00001d012972,5,2582303,2584012,+,74.06183195784133
9710,Zm00001d049805,4,45457923,45461742,+,9.31622747502627
9711,Zm00001d036155,6,74849402,74850173,+,0.0
9712,Zm00001d015233,5,80234207,80239340,+,1.7105273572921937
9713,Zm00001d031058,1,175149397,175154334,+,8.322872868122845
9714,Zm00001d020966,7,138144538,138145375,-,0.028704820757775383
9715,Zm00001d029201,1,62065592,62069082,-,2363.8131698452335
9716,Zm00001d033740,1,272604807,272605787,-,0.05105668257593757
9717,Zm00001d009466,8,65751138,65752318,+,0.11466453396884332
9718,Zm00001d024347,10,65970346,65974404,-,25.741815692879474
9719,Zm00001d053190,4,219102140,219103839,+,0.14574487733377306
9720,Zm00001d043905,3,213458034,213461491,+,236.29804177154261
9721,Zm00001d003389,2,42581748,42584712,+,6.777759675581067e-05
9722,Zm00001d013721,5,18529926,18533146,-,99.49267204906775
9723,Zm00001d012443,8,174613490,174613640,+,397.2219911519011
9724,Zm00001d014901,5,67363665,67367830,-,70.1837023605187
9725,Zm00001d003762,2,57854201,57855561,-,0.7989989037156365
9726,Zm00001d009261,8,48183553,48184372,-,1.4120727164455902
9727,Zm00001d035668,6,40159720,40164875,-,0.02041209542573682
9728,Zm00001d038173,6,150515308,150517736,+,141.18430348728356
9729,Zm00001d028902,1,50201482,50230198,-,1.0173948642621633
9730,Zm00001d025268,10,111867458,111872204,-,6.229491803186391
9731,Zm00001d011287,8,145974287,145978521,+,2.0291675106231985e-05
9732,Zm00001d048644,4,2546674,2549655,-,14.651688727322554
9733,Zm00001d046399,9,87273991,87279296,-,9.905109543510553
9734,Zm00001d037610,6,131677733,131679156,+,4.725395131789676
9735,Zm00001d008178,8,557424,565138,+,224.15092597303575
9736,Zm00001d043667,3,206709189,206773617,+,4.556598799652715
9737,Zm00001d024339,10,65524283,65532891,-,51.117590298674486
9738,Zm00001d032076,1,211709320,211711127,-,0.4793716139445644
9739,Zm00001d011101,8,139029175,139032177,+,0.14863732862519244
9740,Zm00001d016967,5,181532344,181537495,+,2.6503303070170218e-08
9741,Zm00001d022206,7,172841223,172852483,+,7.796047210777945
9742,Zm00001d017275,5,191467429,191471500,-,7170.825011108341
9743,Zm00001d016438,5,162295104,162296658,+,75.33530483512962
9744,Zm00001d041727,3,135395624,135397140,-,1245.0701353104562
9745,Zm00001d040405,3,41585555,41587602,+,9.551908540997726
9746,Zm00001d043147,3,190146934,190151131,-,13.828741633227517
9747,Zm00001d022449,7,177942944,177946883,+,21.087440194071075
9748,Zm00001d043785,3,210178245,210185201,-,6.6977148083266025
9749,Zm00001d031022,1,174004000,174004213,-,0.0
9750,Zm00001d009558,8,70097958,70099374,+,10.27444341515101
9751,Zm00001d030110,1,106378898,106383615,-,301.5791344281078
9752,Zm00001d041593,3,129044634,129048672,+,922.0551253418863
9753,Zm00001d004991,2,152587826,152590148,-,0.0
9754,Zm00001d012581,8,176870351,176874678,-,4.514191467943244
9755,Zm00001d037054,6,110670328,110671228,+,0.19296392617899547
9756,Zm00001d052882,4,203237226,203240756,+,0.0024756382080029795
9757,Zm00001d032496,1,228405826,228409222,-,1.6487918023289072
9758,Zm00001d030573,1,144856406,144878212,+,11.647098809439234
9759,Zm00001d012747,8,179644394,179650153,-,1.1484504091509071
9760,Zm00001d032703,1,235316063,235322119,-,77.4278628067694
9761,Zm00001d049291,4,24639437,24640076,+,0.06905155345787466
9762,Zm00001d028731,1,44536541,44539529,-,14.88560242917138
9763,Zm00001d030034,1,101177295,101179297,+,11.607099296274178
9764,Zm00001d032214,1,217341049,217343352,+,0.21590597914906273
9765,Zm00001d013874,5,23541888,23543271,+,0.6837911050803862
9766,Zm00001d022419,7,177232354,177237085,-,9.722812997370757e-06
9767,Zm00001d018073,5,213785655,213786336,+,0.04415839268993623
9768,Zm00001d014967,5,70442523,70460253,-,66.98670692741734
9769,Zm00001d050021,4,60281639,60287213,-,5.4332477444642056
9770,Zm00001d049712,4,41056500,41060505,+,34.3253958552057
9771,Zm00001d024857,10,90991478,90996675,+,135.98728263074048
9772,Zm00001d003630,2,51047804,51050712,+,10.027627069572667
9773,Zm00001d023239,10,1236958,1248543,+,7.306407980556102
9774,Zm00001d053584,4,235342344,235343496,-,0.00020227532198600348
9775,Zm00001d009904,8,88701503,88703234,-,1.4289046634257536
9776,Zm00001d034084,1,283648740,283651017,+,0.017481114113881424
9777,Zm00001d005710,2,184116267,184116686,-,0.09880370313487309
9778,Zm00001d045295,9,18154085,18160890,-,39.25699749547023
9779,Zm00001d025958,10,134775132,134779422,-,13.908077761390748
9780,Zm00001d042762,3,179100554,179103315,+,5.272485377110034
9781,Zm00001d007799,2,239865767,239869056,-,0.29615197214198424
9782,Zm00001d047244,9,123877458,123878246,+,0.0009701930874988287
9783,Zm00001d024048,10,39712843,39724848,+,303.6944413862361
9784,Zm00001d019552,7,42052424,42055686,-,83.03717707740972
9785,Zm00001d025649,10,124903558,124904909,+,0.4178108904236409
9786,Zm00001d040898,3,77271431,77272559,+,6.389545312689488
9787,Zm00001d048442,9,156483136,156492346,-,11.667398723206238
9788,Zm00001d015567,5,98142942,98144544,-,0.0005424558097307074
9789,Zm00001d032598,1,231626096,231633543,+,11.997012214947947
9790,Zm00001d042948,3,184682795,184686562,+,9.370989355814107
9791,Zm00001d039105,6,170114770,170120452,+,9.446948375338508
9792,Zm00001d026266,10,142373485,142375459,-,0.09009387865770975
9793,Zm00001d021824,7,163783013,163786827,-,0.2100373183950781
9794,Zm00001d040018,3,23096561,23097650,-,0.0
9795,Zm00001d013480,5,12592588,12593248,+,0.06596760843655171
9796,Zm00001d035514,6,30749989,30753788,-,9.529222748928929
9797,Zm00001d045509,9,25027813,25032338,-,95.43950716182123
9798,Zm00001d020704,7,129347594,129349243,-,3.2723131633704403
9799,Zm00001d011321,8,146619390,146622999,+,346.8864582162172
9800,Zm00001d039582,3,8333381,8337535,+,11.435740882929396
9801,Zm00001d018595,7,180279,183084,+,40.99213322053543
9802,Zm00001d013659,5,16553337,16559331,-,0.009834390085021908
9803,Zm00001d053277,4,223883607,223888135,-,4.175260778558128e-06
9804,Zm00001d041167,3,101680042,101683106,-,6.3288679206440595e-06
9805,Zm00001d010576,8,120764518,120771258,+,22.345678812226456
9806,Zm00001d052146,4,181033636,181034956,+,0.7104096299561757
9807,Zm00001d041438,3,119806036,119835241,+,0.286164753577547
9808,Zm00001d051728,4,168191064,168193081,+,0.00013756839395308632
9809,Zm00001d003885,2,65046952,65048203,-,0.04721411743244047
9810,Zm00001d026197,10,140757697,140759098,-,0.20694682107250928
9811,Zm00001d012326,8,172464423,172466070,-,15.768461978079158
9812,Zm00001d040838,3,69660611,69661469,+,0.048749974555124226
9813,Zm00001d018521,5,222421075,222421327,-,7206.146615074285
9814,Zm00001d027912,1,17372489,17374402,-,0.012247561842322247
9815,Zm00001d007327,2,228624429,228625353,+,71.82784906736073
9816,Zm00001d031183,1,181580506,181584714,-,0.02795841452270897
9817,Zm00001d004168,2,88587086,88595172,+,0.18085379941709673
9818,Zm00001d046395,9,87101086,87108010,+,3.5629787939849177e-06
9819,Zm00001d021778,7,162876922,162877570,-,43.57744126857263
9820,Zm00001d033614,1,268766559,268772581,-,0.0
9821,Zm00001d026588,10,148412855,148415405,-,128.61174832544498
9822,Zm00001d033933,1,278902030,278907452,+,2.029870384477311
9823,Zm00001d006767,2,216331352,216332961,+,0.0006386119576194707
9824,Zm00001d033780,1,273607368,273612057,+,24.56518760510448
9825,Zm00001d020495,7,118963351,118964584,-,1.6608361100505307
9826,Zm00001d049615,4,37684172,37689709,+,0.3538070296515127
9827,Zm00001d013369,5,9966074,9968201,+,0.03359287516553196
9828,Zm00001d051694,4,166940822,166941113,+,0.013208242668734086
9829,Zm00001d023957,10,31821082,31827877,-,0.22885641070603935
9830,Zm00001d037013,6,109004651,109005645,+,0.0012857670815688354
9831,Zm00001d027675,1,10758932,10761622,-,25.421491340527403
9832,Zm00001d039504,3,6087609,6088494,+,4.142613421872706e-05
9833,Zm00001d043563,3,203950867,203960201,-,13.417392837536008
9834,Zm00001d005045,2,155849178,155854203,+,0.3717725378932492
9835,Zm00001d038754,6,163898324,163906090,+,14.83966851701675
9836,Zm00001d050218,4,74240149,74245597,+,148.47908603130875
9837,Zm00001d025915,10,133733078,133739911,+,6.618870103901535
9838,Zm00001d037367,6,123035722,123040543,+,4.480903305950789
9839,Zm00001d053136,4,215488541,215489299,+,0.0
9840,Zm00001d042866,3,182480181,182484139,+,1.561164581847118e-05
9841,Zm00001d012090,8,168031830,168032298,+,79956.0881170031
9842,Zm00001d025188,10,108436437,108438116,+,0.0
9843,Zm00001d006402,2,206603848,206617133,-,2.356641197130655
9844,Zm00001d038466,6,157847117,157847813,-,0.606710821577278
9845,Zm00001d020471,7,116946714,116950992,+,9.920950441000587
9846,Zm00001d009060,8,33883209,33886191,+,54.13509022400949
9847,Zm00001d022034,7,168331518,168332583,-,0.22156469542704627
9848,Zm00001d016639,5,170962901,170964351,-,0.023246872410513753
9849,Zm00001d053042,4,210354522,210354873,-,133.45924247104028
9850,Zm00001d049976,4,56505119,56506276,-,0.003869298562967872
9851,Zm00001d013176,5,5958611,5962414,+,1.0375072452827738
9852,Zm00001d052964,4,206412661,206415299,-,3.8025602765432756
9853,Zm00001d046282,9,78168859,78170183,-,0.002074924467477581
9854,Zm00001d003673,2,53484600,53488150,-,7.595853372025594
9855,Zm00001d036361,6,85717704,85721431,+,4.980621713809919
9856,Zm00001d013756,5,19470748,19471503,-,4.567467672611393e-05
9857,Zm00001d016064,5,142467385,142468165,-,0.0017308153606357094
9858,Zm00001d035192,6,8735513,8736217,-,0.0
9859,Zm00001d052081,4,178936232,178939151,+,0.45587277151961203
9860,Zm00001d035003,6,1425008,1425431,-,384319.10757281136
9861,Zm00001d003797,2,59723084,59723552,-,209.91061070358128
9862,Zm00001d041763,3,136454208,136455684,-,126.44209645778487
9863,Zm00001d030867,1,164148404,164151412,-,19.155962566007805
9864,Zm00001d006272,2,203379296,203381647,-,9.327572844442407e-05
9865,Zm00001d053373,4,228158598,228159210,-,0.0023089006409186532
9866,Zm00001d016554,5,167214219,167214576,-,0.0
9867,Zm00001d045069,9,11471628,11474159,+,808.207994626348
9868,Zm00001d043915,3,213742291,213756288,-,4.239555991892383
9869,Zm00001d032633,1,232602045,232615275,-,2.752129570993924
9870,Zm00001d033111,1,250442304,250445284,+,2.2762797712999676
9871,Zm00001d008527,8,11791236,11792902,+,1.0899888697807096
9872,Zm00001d016193,5,149830370,149856132,-,13.09431267553275
9873,Zm00001d025952,10,134584595,134585561,+,0.7274258737293825
9874,Zm00001d036800,6,101252590,101254367,+,0.012190248720648071
9875,Zm00001d024795,10,88557905,88561147,+,0.31591209441637397
9876,Zm00001d009311,8,54146223,54149083,+,0.0007492842291295604
9877,Zm00001d039088,6,169778444,169780307,-,0.995966679194005
9878,Zm00001d041186,3,103858897,103868467,+,103.79149371944536
9879,Zm00001d013603,5,15168334,15173013,-,1.1977840075081296
9880,Zm00001d026113,10,138719538,138725394,-,17.617402430973787
9881,Zm00001d024734,10,85620430,85625034,+,2822.932998893924
9882,Zm00001d037266,6,118734098,118741159,+,3.835349199523785
9883,Zm00001d032409,1,225830030,225834001,-,10.730243487265241
9884,Zm00001d008500,8,10485506,10486334,-,115.92577209587805
9885,Zm00001d051233,4,149418082,149420564,+,5.869013590613128
9886,Zm00001d010154,8,101952643,101953272,-,5.255696746243676
9887,Zm00001d016070,5,142715768,142723741,-,216.89641772401455
9888,Zm00001d047977,9,146880542,146884586,-,90.22561366741431
9889,Zm00001d019831,7,67262128,67265812,-,0.0019250800828814181
9890,Zm00001d031600,1,195876041,195877707,-,0.053096252770643476
9891,Zm00001d018421,5,220398105,220404278,+,53.094680571114566
9892,Zm00001d039394,3,3274306,3276532,+,0.7960904825331925
9893,Zm00001d025979,10,135124956,135134224,+,0.017902490978939277
9894,Zm00001d051094,4,141819149,141821792,+,2.219246808959571
9895,Zm00001d038426,6,157076900,157083997,-,0.0035316855489127405
9896,Zm00001d041880,3,142132875,142197276,+,90.39353856024863
9897,Zm00001d033254,1,256163180,256164470,+,9.66975735490804
9898,Zm00001d047005,9,114951044,114951423,-,2.389123215943063
9899,Zm00001d001895,2,2500956,2506732,-,63.69065080244586
9900,Zm00001d004135,2,85517706,85522558,+,0.03389585402451673
9901,Zm00001d042776,3,179376098,179378375,-,0.003069623960550063
9902,Zm00001d032658,1,233384818,233388905,+,1.896034858005829e-05
9903,Zm00001d007927,2,242970553,242972860,+,0.03889831506941072
9904,Zm00001d051512,4,161027142,161029299,+,0.4060218218559935
9905,Zm00001d011886,8,163949769,163950618,+,4.338844814571515
9906,Zm00001d034387,1,291605272,291613251,-,145.1041159181215
9907,Zm00001d028137,1,23889396,23890397,-,0.019020639501061327
9908,Zm00001d050884,4,128320233,128324274,+,12.500311401665888
9909,Zm00001d046811,9,106801932,106804839,+,0.9012276378989001
9910,Zm00001d018708,7,2867772,2869404,-,0.17898544060597596
9911,Zm00001d010692,8,124708591,124711091,-,0.002682957186377788
9912,Zm00001d007602,2,236056672,236062623,-,0.02279647365363004
9913,Zm00001d013832,5,21892158,21892693,-,0.0
9914,Zm00001d006483,2,209674888,209678812,-,0.3860223474443808
9915,Zm00001d036968,6,107779207,107786220,-,5.5702204880248765
9916,Zm00001d053675,4,238805318,238809230,+,121530.51646230606
9917,Zm00001d014255,5,38316946,38341132,+,41.03848133080002
9918,Zm00001d019130,7,18334523,18345408,-,74.59747948497842
9919,Zm00001d053284,4,224035602,224051363,-,1.8068643033120004
9920,Zm00001d018255,5,217462040,217466991,-,2.405213682267393
9921,Zm00001d027401,1,4417537,4425832,-,1.507048300408468
9922,Zm00001d021992,7,167639996,167640656,+,0.0
9923,Zm00001d034623,1,298183113,298183763,+,0.03475862409860729
9924,Zm00001d022002,7,167817726,167818323,+,0.04288829550326544
9925,Zm00001d049232,4,21985959,21989985,+,94.38334608131285
9926,Zm00001d021803,7,163276562,163276787,-,53.6861606861912
9927,Zm00001d025573,10,122708864,122710678,-,1.3454428475700064
9928,Zm00001d044497,3,229714309,229719339,-,65.79832445760228
9929,Zm00001d013031,5,3486305,3487932,-,651.474100373901
9930,Zm00001d028521,1,38042021,38042845,+,9.228935809433876e-05
9931,Zm00001d050764,4,121650616,121651904,-,0.0005757370555701078
9932,Zm00001d023361,10,4084615,4084912,+,0.0
9933,Zm00001d016269,5,154978449,154979067,-,0.2879761292235109
9934,Zm00001d049862,4,49001175,49001974,-,0.0002617749308233797
9935,Zm00001d008457,8,9219073,9221634,+,2.686015774460034
9936,Zm00001d020588,7,123764549,123767506,+,0.34886730731792576
9937,Zm00001d006071,2,197417496,197420294,+,5.625943009466946
9938,Zm00001d031305,1,185737129,185737441,-,0.0
9939,Zm00001d012770,8,180488562,180493813,-,762.5513281959444
9940,Zm00001d036428,6,88151399,88156937,+,1.7853037732992145
9941,Zm00001d015586,5,99711883,99713731,+,0.8520229167701064
9942,Zm00001d039270,3,882731,883925,-,545.7059529627976
9943,Zm00001d032584,1,231200271,231203229,+,0.00958817239685405
9944,Zm00001d042928,3,184228946,184230086,-,0.0008142073944064846
9945,Zm00001d037400,6,124492145,124493697,-,0.14500378665048963
9946,Zm00001d003290,2,38837652,38841384,+,0.03860517222297216
9947,Zm00001d041929,3,144018697,144019312,+,2.042603251571085
9948,Zm00001d031660,1,197840679,197849444,+,29.039435215196047
9949,Zm00001d046071,9,61237720,61238293,+,0.04489712007704862
9950,Zm00001d031427,1,189777968,189781413,-,3.412879403358211
9951,Zm00001d004747,2,135728850,135744016,-,4.459531677542731e-05
9952,Zm00001d015036,5,72869352,72873307,-,109.8360520537142
9953,Zm00001d011729,8,160069392,160090055,+,0.013368429137102053
9954,Zm00001d010986,8,135932033,135940852,+,0.09496997515269429
9955,Zm00001d053630,4,237401528,237403959,+,448.8541386158907
9956,Zm00001d053179,4,218421395,218425679,+,23.449657427643814
9957,Zm00001d013453,5,11966174,11968379,+,4.290079684723989
9958,Zm00001d042802,3,180309663,180319939,+,0.6451970742377026
9959,Zm00001d011904,8,164264226,164283829,+,8.684576265948062
9960,Zm00001d035432,6,25296475,25297576,+,0.003097378257822391
9961,Zm00001d003512,2,46296355,46301011,-,188.55744001656427
9962,Zm00001d036946,6,106962391,106964189,+,183.88162088028483
9963,Zm00001d013895,5,24089488,24093556,+,0.013580064531218714
9964,Zm00001d015747,5,115882989,115889703,-,6.24526910204081
9965,Zm00001d013727,5,18698614,18702973,-,0.0008133322594306221
9966,Zm00001d038683,6,162529257,162530154,+,60.3604944038255
9967,Zm00001d043558,3,203799521,203801685,+,15.113849335816983
9968,Zm00001d007087,2,221946766,221947428,+,3.176797224435696e-05
9969,Zm00001d009875,8,86744167,86745360,-,0.0
9970,Zm00001d032019,1,209574118,209576739,+,1390.8196841675128
9971,Zm00001d018482,5,221644234,221650146,+,1.7448892936168579
9972,Zm00001d042381,3,163979026,163980188,-,1.3270396325368277
9973,Zm00001d030162,1,109714835,109715463,+,0.060294591736190485
9974,Zm00001d053988,4,244691516,244692145,-,212.99894261038418
9975,Zm00001d005659,2,182562637,182564592,-,0.003413315951856116
9976,Zm00001d032990,1,245857449,245866245,-,1.6674435864269246
9977,Zm00001d034376,1,291271344,291275804,-,0.004425481741668126
9978,Zm00001d013042,5,3621249,3622125,-,21.06336080436061
9979,Zm00001d020673,7,127586706,127588589,-,80.88030809056187
9980,Zm00001d040966,3,85314326,85317254,+,0.0010710055916283517
9981,Zm00001d032716,1,235902281,235905385,-,5.550291569977338e-05
9982,Zm00001d018430,5,220601503,220606182,+,0.14116258833228437
9983,Zm00001d034715,1,300526732,300527389,+,8369.780200617566
9984,Zm00001d003886,2,65052224,65054865,-,0.0
9985,Zm00001d030155,1,109359800,109361667,-,0.0003786413101563108
9986,Zm00001d038920,6,166933132,166934403,+,4.481639101874654
9987,Zm00001d039376,3,2780716,2782251,-,0.5594485226401463
9988,Zm00001d042737,3,178537754,178543011,-,0.15223288424396225
9989,Zm00001d029249,1,63744993,63752712,+,14.853596013625058
9990,Zm00001d005007,2,153449366,153449951,-,2.824625782015142
9991,Zm00001d024345,10,65890767,65891820,-,8.588024186880614e-06
9992,Zm00001d053826,4,241891770,241932626,+,2.3735824326410304
9993,Zm00001d015474,5,92115326,92119195,-,3.7131832003871623
9994,Zm00001d031086,1,176495792,176506822,+,0.17823129643560828
9995,Zm00001d041945,3,144768209,144772515,-,224.3004108130926
9996,Zm00001d008513,8,11208275,11212272,+,3.525934276780909
9997,Zm00001d037696,6,134319895,134352721,-,1.9840841807944083
9998,Zm00001d028704,1,43713183,43724218,+,209.92992434133126
9999,Zm00001d028894,1,49987803,49990811,+,131.7853151562649
10000,Zm00001d029807,1,87791008,87793139,+,0.2558699935677236
10001,Zm00001d017128,5,186381982,186389890,+,5.334063718302954
10002,Zm00001d006795,2,216888656,216890344,+,7.223457757259806
10003,Zm00001d031348,1,187040655,187041156,+,0.028094063369963684
10004,Zm00001d033215,1,254416538,254420845,+,0.5843485622266648
10005,Zm00001d038792,6,164389094,164395441,-,10.124144977522985
10006,Zm00001d019549,7,41861816,41864226,-,0.10888619993217405
10007,Zm00001d050989,4,135644799,135655106,-,0.07710683372654858
10008,Zm00001d050502,4,94459483,94462168,+,2.914260232063514e-06
10009,Zm00001d006233,2,202423939,202437607,+,0.011439493627816896
10010,Zm00001d023480,10,6935821,6940532,+,0.05381253104595296
10011,Zm00001d018323,5,218455887,218456508,+,2.498868570550642
10012,Zm00001d040819,3,67929345,67929810,-,0.0
10013,Zm00001d040413,3,42223445,42229577,+,2.080311018315071e-05
10014,Zm00001d029512,1,73971568,73973965,+,0.006544964318278122
10015,Zm00001d039635,3,9812398,9813375,+,0.0009829757842133766
10016,Zm00001d040272,3,35298874,35300319,+,0.00014745721545455416
10017,Zm00001d028323,1,30655197,30657801,-,1.3621924721310261
10018,Zm00001d002879,2,25544332,25546588,-,1.1294903281263615
10019,Zm00001d032935,1,243995653,244000344,+,0.3266775401105246
10020,Zm00001d018489,5,221702962,221706664,-,7.582221671111895
10021,Zm00001d014446,5,47422445,47427572,-,90.35540330758518
10022,Zm00001d050323,4,81389771,81391571,+,278.84867652076343
10023,Zm00001d011945,8,164894307,164898870,-,2.823623955362701
10024,Zm00001d048742,4,4829086,4832212,-,0.11490711822243657
10025,Zm00001d043074,3,188383791,188388729,-,0.9748732881344029
10026,Zm00001d035069,6,3731897,3733620,+,42.43838449017882
10027,Zm00001d022146,7,171182748,171183795,-,0.03144848202085018
10028,Zm00001d014688,5,59060309,59062051,+,3.963355259554877
10029,Zm00001d020958,7,137739131,137740896,+,636.1362406814886
10030,Zm00001d031735,1,200160358,200163833,-,0.0036047066849984512
10031,Zm00001d029260,1,63980013,63987394,-,4.028339106981466
10032,Zm00001d005460,2,174981908,174985881,-,471.4670887803064
10033,Zm00001d032326,1,222592656,222598451,+,0.965845353579795
10034,Zm00001d042144,3,153387706,153388655,-,236.8184363851702
10035,Zm00001d025816,10,130399899,130438506,-,0.3401248083981935
10036,Zm00001d040981,3,87908249,87915687,+,16.653512354953985
10037,Zm00001d044674,3,234623183,234626205,+,4.867466642707417
10038,Zm00001d004423,2,110827573,110829562,+,0.04264276795886539
10039,Zm00001d006571,2,211245810,211249320,-,0.23820325050557334
10040,Zm00001d027597,1,8675904,8676846,+,268.7709944703766
10041,Zm00001d010304,8,108569247,108571613,+,38.4293559481311
10042,Zm00001d002323,2,10211158,10217251,-,31.168928976270294
10043,Zm00001d040443,3,43581870,43582958,-,0.003216509648020166
10044,Zm00001d035750,6,45230932,45235975,+,6.7044683388806
10045,Zm00001d017036,5,183328273,183333494,+,89.90854822424821
10046,Zm00001d024294,10,62512730,62514813,-,520.3597703296084
10047,Zm00001d011921,8,164602380,164602755,+,12.15563889925235
10048,Zm00001d052642,4,195650794,195651467,-,0.0
10049,Zm00001d002122,2,6150634,6155146,+,240.96771396131197
10050,Zm00001d035783,6,48489278,48491246,+,11.336703208765258
10051,Zm00001d037227,6,116698203,116706842,-,588.1038177020539
10052,Zm00001d032198,1,216773234,216782201,-,339.78666530560366
10053,Zm00001d010067,8,98130877,98131378,-,271.3983307562851
10054,Zm00001d027753,1,12658924,12661298,+,0.010149976403161728
10055,Zm00001d036534,6,91330781,91336849,-,1.9552066655631946
10056,Zm00001d016711,5,173427727,173431243,+,0.0
10057,Zm00001d047436,9,129913622,129915474,-,75.8652229318253
10058,Zm00001d008912,8,25120397,25121933,-,0.009427960863925076
10059,Zm00001d029347,1,66823545,66828069,+,0.02972590998712152
10060,Zm00001d011068,8,138006338,138008714,+,1.877570788551304
10061,Zm00001d050827,4,125016395,125019060,+,13.27342306956352
10062,Zm00001d050231,4,75005456,75005816,-,0.5484318214968432
10063,Zm00001d025400,10,117015013,117016890,+,28.77110685157545
10064,Zm00001d036488,6,90353380,90354041,-,0.0010943485122320699
10065,Zm00001d018487,5,221688155,221691939,-,3689.5628539005693
10066,Zm00001d003205,2,35782742,35783705,-,0.00811506072051897
10067,Zm00001d044682,3,234788637,234791964,+,0.008333009852309952
10068,Zm00001d036236,6,78457882,78459959,+,0.04977595299266278
10069,Zm00001d026236,10,141665492,141667275,+,22.684778315465
10070,Zm00001d009395,8,62174755,62175348,+,17.920790767129063
10071,Zm00001d003336,2,40620429,40625476,-,0.0003442188661289261
10072,Zm00001d043340,3,197028751,197029747,-,0.0
10073,Zm00001d043000,3,186240611,186241121,+,0.0
10074,Zm00001d022472,7,178318702,178319089,-,3.227116240025915
10075,Zm00001d034879,1,304583079,304585959,-,1.1070903298643868
10076,Zm00001d015258,5,81746879,81751111,+,0.8934300243874667
10077,Zm00001d027636,1,9637253,9638102,+,58.626070747310806
