	gene	chromosome	position_left	position_right	Direction	Variance	Median
9179	Zm00001d023674	10	14798159	14799985	+	3.8166317572777473	0.0
9192	Zm00001d025403	10	117353634	117354111	+	0.04237734000845151	0.0
9200	Zm00001d025381	10	116549726	116550765	+	4423.725314474396	117.131
9208	Zm00001d025545	10	121846234	121850530	+	1162.9502881640133	64.7606
9215	Zm00001d026334	10	143652485	143657784	-	229.82907305459818	22.00175
9242	Zm00001d026607	10	148903997	148909780	-	17.67292552366007	18.95865
9244	Zm00001d025000	10	98678381	98681519	+	0.4389685628844624	0.0
9248	Zm00001d023605	10	11855647	11856220	-	0.025576750124804967	0.0
9253	Zm00001d024363	10	66996149	66999187	-	0.02343005907209627	0.06043155
9257	Zm00001d025340	10	114734215	114741281	-	19.085421649966023	17.593
9272	Zm00001d024944	10	96162550	96163491	-	0.0013972710710143561	0.0
9280	Zm00001d024333	10	65217635	65225489	+	51.190326810676076	24.380499999999998
9345	Zm00001d025491	10	120497306	120504861	+	0.0005297836541525819	0.0
9352	Zm00001d025322	10	114051148	114052377	-	125.998001714404	12.26505
9369	Zm00001d025710	10	126946638	126951605	+	0.5865980008082714	1.841675
9413	Zm00001d024324	10	64620724	64621285	+	327.80573350725246	6.693630000000001
9423	Zm00001d023369	10	4184043	4184730	+	0.2508393380086445	0.110822
9437	Zm00001d026568	10	148186109	148194115	-	0.14111649743227672	0.5310680000000001
9453	Zm00001d026478	10	146709453	146711583	-	0.6998704386942843	0.9604765
9462	Zm00001d026547	10	147985160	147988097	-	107.5436982646873	31.2646
9466	Zm00001d026173	10	140305034	140306156	+	0.5062487070578465	0.5198825
9476	Zm00001d023887	10	26413253	26416496	+	1079.9579293977292	69.5858
9495	Zm00001d024732	10	85589258	85592180	+	24.115826485959232	13.00925
9518	Zm00001d023263	10	1592478	1594283	+	0.1005183387446944	0.0
9525	Zm00001d025789	10	129676621	129683792	-	3.6267136418780757	4.295715
9540	Zm00001d025296	10	113108193	113111598	+	11.435183252509056	3.925475
9557	Zm00001d023703	10	16236060	16236582	+	0.0019347053497361236	0.0
9561	Zm00001d023235	10	1049717	1053027	+	2.673275839274885	2.127885
9586	Zm00001d025410	10	117750752	117752648	-	0.0005208029210365532	0.0
9597	Zm00001d025975	10	135054566	135056074	-	0.0014808208929999824	0.0
9635	Zm00001d023302	10	2427919	2430022	+	0.4837880350817154	1.641355
9639	Zm00001d026020	10	136228250	136231070	-	2.883545368277556	3.38479
9640	Zm00001d026599	10	148715855	148717059	+	1066187.7255177659	1927.15
9650	Zm00001d026706	10	150556800	150562630	-	24.766041464287547	30.6119
9665	Zm00001d024082	10	42493159	42494244	+	2.5241355459596444	6.85582
9694	Zm00001d025654	10	125148712	125149748	-	440.2084970394164	17.0138
9705	Zm00001d026312	10	143369709	143373664	-	303.70851490429436	38.25695
9718	Zm00001d024347	10	65970346	65974404	-	25.741815692879474	7.41
9730	Zm00001d025268	10	111867458	111872204	-	6.229491803186391	7.552615
9737	Zm00001d024339	10	65524283	65532891	-	51.117590298674486	21.80535
9771	Zm00001d024857	10	90991478	90996675	+	135.98728263074048	39.496300000000005
9773	Zm00001d023239	10	1236958	1248543	+	7.306407980556102	11.224499999999999
9779	Zm00001d025958	10	134775132	134779422	-	13.908077761390748	10.0078
9783	Zm00001d024048	10	39712843	39724848	+	303.6944413862361	67.52395
9785	Zm00001d025649	10	124903558	124904909	+	0.4178108904236409	0.11790949999999999
9792	Zm00001d026266	10	142373485	142375459	-	0.09009387865770975	0.1787535
9810	Zm00001d026197	10	140757697	140759098	-	0.20694682107250928	0.178956
9821	Zm00001d026588	10	148412855	148415405	-	128.61174832544498	24.820999999999998
9829	Zm00001d023957	10	31821082	31827877	-	0.22885641070603935	1.03836
9837	Zm00001d025915	10	133733078	133739911	+	6.618870103901535	6.183785
9842	Zm00001d025188	10	108436437	108438116	+	0.0	0.0
9873	Zm00001d025952	10	134584595	134585561	+	0.7274258737293825	0.07561835
9875	Zm00001d024795	10	88557905	88561147	+	0.31591209441637397	0.770024
9880	Zm00001d026113	10	138719538	138725394	-	17.617402430973787	8.396910000000002
9881	Zm00001d024734	10	85620430	85625034	+	2822.932998893924	66.60125
9893	Zm00001d025979	10	135124956	135134224	+	0.017902490978939277	0.0969383
9927	Zm00001d025573	10	122708864	122710678	-	1.3454428475700064	0.5326515
9932	Zm00001d023361	10	4084615	4084912	+	0.0	0.0
9991	Zm00001d024345	10	65890767	65891820	-	8.588024186880614e-06	0.0
10010	Zm00001d023480	10	6935821	6940532	+	0.05381253104595296	0.03319405
10035	Zm00001d025816	10	130399899	130438506	-	0.3401248083981935	1.040295
10046	Zm00001d024294	10	62512730	62514813	-	520.3597703296084	79.41544999999999
10063	Zm00001d025400	10	117015013	117016890	+	28.77110685157545	7.557499999999999
10069	Zm00001d026236	10	141665492	141667275	+	22.684778315465	18.0945
10081	Zm00001d023320	10	3020137	3028139	-	1.5243711994949118	1.50399
10088	Zm00001d023280	10	2037517	2038156	-	69.6341788352613	7.86228
10089	Zm00001d025626	10	124409878	124415115	-	19.77240071396715	11.71485
10091	Zm00001d025812	10	130257426	130259239	-	2.8907001290843315	6.219335
10115	Zm00001d023512	10	8283017	8283407	-	0.013323100034783287	0.0
10118	Zm00001d026593	10	148637521	148656835	-	20.165239209953317	12.2212
10154	Zm00001d024897	10	93611226	93611538	+	5417.509407217079	33.18835
10173	Zm00001d025785	10	129520712	129521926	+	0.36339335543897633	0.0
10175	Zm00001d024751	10	86089299	86090579	-	2.586355655946908	0.91953
10178	Zm00001d025006	10	99306718	99308794	-	0.0003163813794987762	0.0
10196	Zm00001d025674	10	125986663	125989972	+	0.6004457849983806	1.796985
10198	Zm00001d024715	10	84701373	84706220	-	40.98083430934695	17.97365
10199	Zm00001d023866	10	25437019	25437617	+	0.0	0.0
10256	Zm00001d026529	10	147621319	147621730	-	0.012325876327866898	0.0
10263	Zm00001d023401	10	4738281	4739319	-	0.0002041131810133121	0.0
10269	Zm00001d025992	10	135574511	135578931	-	13.826166521479799	10.8019
10272	Zm00001d026206	10	140895680	140899119	-	0.6936786370833086	1.409065
10282	Zm00001d023327	10	3460712	3479462	-	0.031233809753160098	0.2735375
10306	Zm00001d024119	10	46971392	46973252	+	0.009599397788480929	0.0
10323	Zm00001d026692	10	150061894	150067187	+	0.007967808682421775	0.0
10334	Zm00001d024207	10	56446154	56449468	-	209.22650903416024	0.7307855000000001
10380	Zm00001d026446	10	145978826	145981979	+	1.0331171878804715	1.01553
10381	Zm00001d026474	10	146567361	146568132	-	0.053635232318143544	0.0
10387	Zm00001d026132	10	139324320	139327689	+	0.010825014746903807	0.0
10401	Zm00001d023926	10	28652306	28652600	+	0.0	0.0
10428	Zm00001d025194	10	108511218	108512771	+	0.025989263484924977	0.0
10429	Zm00001d026515	10	147456385	147460691	+	49.677169231751584	21.68205
10440	Zm00001d023309	10	2640437	2644386	-	73.7545014364509	29.4917
10442	Zm00001d025226	10	110123919	110124267	+	0.30450925229340964	0.0
10470	Zm00001d025080	10	102828218	102829001	-	25.860131131530377	14.674150000000001
10471	Zm00001d023402	10	4740646	4742679	-	1.1022124608896298	0.6260805
10473	Zm00001d026002	10	135815742	135816228	-	159.09052957444604	8.44396
10486	Zm00001d026516	10	147462769	147465833	-	3.0529096400867286	5.155845
10492	Zm00001d023818	10	23339258	23340831	+	0.004184368488962725	0.0
10494	Zm00001d024355	10	66563564	66564225	-	15.09172734214021	0.5772360000000001
10513	Zm00001d025392	10	116763768	116768182	-	0.0	0.0
10526	Zm00001d024819	10	89565253	89570746	+	2.1428881669506823	4.33009
10534	Zm00001d025019	10	99972963	99975683	+	0.002016167941163875	0.0
10560	Zm00001d023684	10	15330140	15332381	-	0.01744784325885201	0.0
10566	Zm00001d026032	10	136409384	136410503	+	0.7957701978246866	0.0
10582	Zm00001d024195	10	54998992	54999382	+	0.0	0.0
10586	Zm00001d024998	10	98541953	98563436	+	24.768819571497833	16.14425
10589	Zm00001d025580	10	122855594	122861043	-	0.3639159910602464	1.95264
10596	Zm00001d025828	10	131121585	131122874	-	0.002093363127716548	0.0
10615	Zm00001d024012	10	36873557	36877166	+	0.17920584025235586	0.19615700000000003
10693	Zm00001d025287	10	112727579	112728092	-	0.06438984289579365	0.0
10698	Zm00001d025222	10	109967183	109969328	+	5.97827311332125	11.3546
10722	Zm00001d025667	10	125488389	125491008	-	0.4165596038780192	2.1961
10729	Zm00001d026363	10	144369744	144382245	-	16.3475325846211	10.902
10737	Zm00001d024519	10	75764385	75780299	-	37883.36289253524	382.49350000000004
10757	Zm00001d024308	10	63095795	63097455	-	0.3595370579424726	1.36087
10787	Zm00001d023907	10	27464894	27466265	-	1.8293568627268595e-05	0.0
10789	Zm00001d024051	10	40111661	40115443	+	20.78228824692047	14.91765
10793	Zm00001d025441	10	118722712	118739158	+	0.0	0.0
10802	Zm00001d025112	10	104931219	104932968	-	1.5639888954553771	0.0
10804	Zm00001d025587	10	123297387	123299277	-	0.001307491837024777	4.00503e-08
10823	Zm00001d023903	10	27298996	27301167	-	0.0	0.0
10827	Zm00001d023227	10	859402	860902	-	0.103173821925469	0.1018275
10844	Zm00001d023836	10	23860614	23861514	+	223.4301278775741	22.888849999999998
10859	Zm00001d025759	10	128639324	128640544	+	3.169844550610949	2.32377
10878	Zm00001d026254	10	142134478	142136691	+	2526.1151883182756	113.398
10879	Zm00001d023266	10	1670706	1671857	+	0.9731687261251096	0.0
10931	Zm00001d024999	10	98626466	98629272	+	0.7278308317015915	0.7895209999999999
10945	Zm00001d024411	10	69487370	69498832	-	0.0011654088430409762	0.0
11009	Zm00001d023579	10	10649400	10652209	+	46.66230159851643	9.365555
11031	Zm00001d023443	10	5649485	5650525	+	0.5467796168418099	0.0
11033	Zm00001d026490	10	146954112	146960946	+	1928.3431402840483	151.7605
11046	Zm00001d025079	10	102821132	102823238	-	4.412408165829168	7.319925
11146	Zm00001d026634	10	149201364	149204601	-	4.662645640119863	6.199115000000001
11147	Zm00001d024248	10	59441462	59446450	+	10.375874500353904	1.4026649999999998
11156	Zm00001d025638	10	124744075	124745217	+	2.4550302356793267e-06	0.0
11179	Zm00001d023800	10	22055843	22056800	-	2.670963691233723	0.2856725
11189	Zm00001d023210	10	218780	220384	-	5.911870832362837	1.896235
11193	Zm00001d025094	10	103697582	103700217	-	9.635263411457831e-05	0.0
11223	Zm00001d026255	10	142140532	142140760	-	0.7760874019997477	0.0
11232	Zm00001d026551	10	148015756	148021551	-	0.652221495844867	0.8755005
11263	Zm00001d023541	10	9501109	9503125	+	0.0007775324884469612	0.0
11305	Zm00001d026697	10	150284616	150285015	+	1.3073739433381741	0.0
11313	Zm00001d024145	10	49228140	49228668	+	0.001892294854363911	0.0
11319	Zm00001d025691	10	126325790	126327989	+	9.312764212564224e-06	0.0
11334	Zm00001d026459	10	146249014	146249765	+	0.003977259047918604	0.0
11335	Zm00001d025794	10	129812816	129815752	+	8.947783020725135	12.38555
11362	Zm00001d026246	10	141781997	141789379	-	66.89988154929685	18.39365
11376	Zm00001d023273	10	1811071	1815334	-	2.1754258371242257	1.327755
11407	Zm00001d024827	10	89847488	89852336	-	1.586302023118175e-05	0.0
11455	Zm00001d026060	10	137296426	137304511	+	23.453401461782867	6.405145
11461	Zm00001d023406	10	4912118	4914790	-	5.232675406005137e-05	0.0
11471	Zm00001d026467	10	146439214	146440716	-	0.04254271169301401	0.0
11474	Zm00001d023753	10	18679070	18679802	-	3.0203083369929344	1.341795
11478	Zm00001d025067	10	102424603	102432854	-	6.170838741249299	7.430669999999999
11482	Zm00001d025549	10	121938352	121939321	+	0.03212291333407453	0.0
11487	Zm00001d023371	10	4190679	4193349	-	194.34774496017354	28.36715
11514	Zm00001d026623	10	149113705	149116474	+	0.2942421919083479	0.32102200000000003
11516	Zm00001d026343	10	143879827	143880241	+	5415.2073037619175	300.5395
11613	Zm00001d024493	10	74093370	74099448	+	40.19018423476942	17.475749999999998
11616	Zm00001d023944	10	30897429	30899575	+	0.5957291106261494	1.5701450000000001
11625	Zm00001d026374	10	144605145	144613330	-	6.155883715206529	2.015775
11633	Zm00001d026117	10	138801250	138808831	-	3.7431387807047867e-06	0.0
11641	Zm00001d024281	10	61486927	61491037	-	33691.23737276785	382.34400000000005
11651	Zm00001d023424	10	5180380	5183180	-	4.168881411727029	0.739266
11668	Zm00001d025479	10	120091999	120093934	-	0.7480797630090101	0.49189849999999996
11690	Zm00001d026321	10	143570398	143571745	+	8.964267985267329	2.58236
11703	Zm00001d024611	10	80310740	80311386	+	0.0005689932706896848	0.0
11738	Zm00001d024767	10	87218079	87221164	+	2191.451404153605	139.6365
11745	Zm00001d025720	10	127515418	127518791	+	0.7359035430103491	1.002055
11750	Zm00001d023451	10	6036907	6040432	-	0.45316137248849697	0.37379949999999995
11754	Zm00001d025871	10	132193857	132195808	+	0.0066422418160953425	0.0
11761	Zm00001d023694	10	15875149	15878959	+	374.296050364801	36.89675
11765	Zm00001d024850	10	90614500	90615758	-	0.0	0.0
11771	Zm00001d023254	10	1478284	1479779	-	52.46224064751006	1.919245
11785	Zm00001d023498	10	7370666	7371884	+	1.7283075136756683	2.3462199999999998
11790	Zm00001d026579	10	148322350	148342651	+	0.011218652123913294	0.0
11828	Zm00001d024728	10	85443580	85444840	+	8.775412146484696e-06	0.0
11838	Zm00001d026122	10	138963837	138968153	+	2.6304751230618315	6.116515
11842	Zm00001d023851	10	24701387	24714568	+	0.0309318926890715	0.0
11861	Zm00001d025037	10	100955564	100957291	+	0.41105252600178327	1.30323
11910	Zm00001d023220	10	700408	703173	-	3.4221130946280565	3.4148400000000003
11913	Zm00001d024762	10	86732566	86742134	-	34.70445823188391	11.3695
11922	Zm00001d025891	10	133171585	133172368	+	62.0459800448824	16.2646
11965	Zm00001d026473	10	146567117	146568109	+	0.07133328579443425	0.0
11976	Zm00001d026687	10	149949299	149951152	-	0.002090480649219798	0.0
11982	Zm00001d023858	10	25245122	25248808	-	0.0013746960730963412	0.0
11990	Zm00001d025577	10	122848845	122849070	-	0.1727428726632792	0.0
11993	Zm00001d024533	10	76836393	76839591	+	8.019021711381436	9.66398
12000	Zm00001d026313	10	143375558	143380908	-	4.490378910749421	3.0324299999999997
12045	Zm00001d025887	10	133094067	133097996	+	49.1650834565091	15.5962
12049	Zm00001d025233	10	110237210	110238274	-	1.052413698657777	0.785845
12054	Zm00001d023313	10	2769148	2772367	+	3.033294120710436	2.7322499999999996
12070	Zm00001d024646	10	82010623	82014234	-	3.688350970065401	9.02805
12072	Zm00001d024418	10	70186131	70189912	-	22.981356339277507	8.413250000000001
12076	Zm00001d025596	10	123505140	123505626	-	6.9107853499068674e-06	0.0
12095	Zm00001d025603	10	123628629	123629001	-	0.003973943811363055	0.0
12113	Zm00001d026381	10	144810239	144816007	+	51.141156941247104	22.2793
12118	Zm00001d025433	10	118612120	118615983	-	6.645605020766648	8.843520000000002
12124	Zm00001d025564	10	122405744	122406727	-	1191.0599675555043	44.10725
12145	Zm00001d024125	10	48078972	48081721	+	3.8966790332492274e-05	0.0
12151	Zm00001d024652	10	82136681	82138304	+	6.439993867541398	0.0
12176	Zm00001d025588	10	123299913	123302351	-	0.005982952314715131	0.0
12178	Zm00001d025206	10	109135803	109137912	+	7.175754771412884	12.74745
12180	Zm00001d024320	10	64374342	64377804	+	0.0001254494017212362	0.0
12197	Zm00001d024227	10	58342553	58343244	+	0.05251304670834695	0.0
12198	Zm00001d026524	10	147528613	147532136	+	0.0026136820066694354	0.0
12215	Zm00001d023631	10	12867582	12868935	-	0.00010089818010582324	0.0
12220	Zm00001d023995	10	35301875	35306863	-	42.36032705972099	0.5870120000000001
12225	Zm00001d023974	10	33362120	33363695	-	2.605432961289251	5.88968
12226	Zm00001d025227	10	110166877	110169330	-	6.325211402553997e-05	0.0
12237	Zm00001d026391	10	144991864	144994560	-	226.02710722760457	38.97755
12244	Zm00001d023629	10	12733958	12741378	+	0.442470230681592	3.49728
12245	Zm00001d025419	10	118105918	118109881	+	2.1677464976606426	4.57308
12258	Zm00001d023711	10	16567941	16571235	-	0.0011128389444553315	0.0
12285	Zm00001d024398	10	68924043	68928079	+	0.011191948813397464	0.0187132
12287	Zm00001d026251	10	142016432	142018131	+	5.550019625328042	2.07924
12316	Zm00001d025145	10	106520796	106520997	+	3.5865369223279724	0.0
12321	Zm00001d026135	10	139371671	139375601	-	0.017144261081291454	0.08701805000000001
12327	Zm00001d024898	10	93630344	93631709	+	3.8847265552066355	0.812919
12334	Zm00001d023342	10	3816661	3820885	-	0.35089676107930673	0.0
12371	Zm00001d025906	10	133443480	133443912	+	0.3632988127222463	0.0
12380	Zm00001d023466	10	6445726	6447046	-	0.0	0.0
12390	Zm00001d026148	10	139803833	139806665	-	56.458170117443785	21.09905
12392	Zm00001d023681	10	15208538	15211365	-	0.054418839220289374	0.08319399999999999
12393	Zm00001d025349	10	115137424	115143490	+	7.89108631347327e-06	0.0
12396	Zm00001d025993	10	135595743	135596526	+	335.8940069448768	9.78095
12401	Zm00001d025091	10	103411034	103413359	-	1.467359068636692	1.7784499999999999
12406	Zm00001d025830	10	131181939	131237004	-	5.575056444767819	5.10093
12451	Zm00001d026018	10	136174871	136179753	+	51.306438807023184	20.00665
12455	Zm00001d025542	10	121760584	121762717	-	159.74678034040159	30.728
12507	Zm00001d024438	10	70817869	70821297	-	0.0	0.0
12511	Zm00001d025700	10	126772726	126775435	-	0.005322047475536062	0.0
12554	Zm00001d026280	10	142742170	142747858	-	2.197948568168334	3.478255
12557	Zm00001d025210	10	109224789	109231836	-	1.4322357246815753	0.8455539999999999
12563	Zm00001d023923	10	28420099	28422811	+	0.8213568311834933	1.447945
12566	Zm00001d026589	10	148509627	148511293	-	69.68333113405073	11.34435
12572	Zm00001d023496	10	7359074	7359545	+	4.336766606038503	1.307055
12582	Zm00001d024166	10	51900071	51900674	-	3.594138791692221	2.15856
12592	Zm00001d026654	10	149493854	149501735	+	3.3547406851092973	6.717169999999999
12602	Zm00001d023888	10	26416952	26419954	+	311.18011286957085	34.23995
12615	Zm00001d023792	10	20844613	20890419	+	133.04155363567244	30.0456
12618	Zm00001d026705	10	150494632	150497195	+	3.5268136972518254	7.14609
12652	Zm00001d025125	10	105472285	105496243	+	0.6601000836233326	2.115855
12695	Zm00001d025519	10	121061027	121062528	+	2.5332473161314	2.135045
12700	Zm00001d023470	10	6708638	6712611	+	0.06914001403868697	0.06783905000000001
12705	Zm00001d024001	10	35707637	35708763	+	0.0032601612973458247	0.0
12713	Zm00001d025063	10	102254457	102258676	-	16.467063280794946	14.4518
12715	Zm00001d024716	10	84737817	84742552	-	0.00012573816484760678	0.0
12725	Zm00001d026530	10	147743186	147743636	-	81.98821679062414	2.262585
12729	Zm00001d025819	10	130624313	130626396	-	21.575917347778756	16.454349999999998
12748	Zm00001d023411	10	5023684	5025660	+	1.4909244314355534	0.64652
12763	Zm00001d023485	10	7108508	7109597	-	0.0	0.0
12765	Zm00001d025927	10	133907473	133913017	-	0.0	0.0
12766	Zm00001d026407	10	145326150	145327468	+	0.0018187537397451057	0.0
12778	Zm00001d025377	10	116400599	116400836	-	21.530513672661048	2.268955
12784	Zm00001d025997	10	135684026	135687837	+	7.103651682430923	8.771725
12795	Zm00001d025012	10	99642234	99660548	-	14.590982648366188	5.73986
12797	Zm00001d024521	10	75865869	75867808	-	1.4905789125439282	3.0014000000000003
12830	Zm00001d023698	10	16001988	16006337	-	236.08345164827503	41.620000000000005
12874	Zm00001d023557	10	10159148	10163913	-	6.157234872257803	11.25985
12883	Zm00001d025781	10	129473933	129475045	+	0.1695155571087947	0.0
12897	Zm00001d023368	10	4183913	4190591	-	2.4090444903492134	4.695310000000001
12924	Zm00001d025120	10	105222088	105222574	-	0.8181818786550789	0.8641635000000001
12965	Zm00001d025722	10	127556444	127565804	+	0.21294633945593788	0.984396
12989	Zm00001d026364	10	144374072	144375746	+	8.324702511297157e-05	0.0
12991	Zm00001d023749	10	18613504	18627300	-	80.47013651157765	26.180500000000002
12993	Zm00001d023238	10	1102076	1122326	+	40.021357273773454	14.043800000000001
13002	Zm00001d024674	10	83251938	83254248	+	1502.8311428557024	19.18385
13006	Zm00001d024488	10	73839383	73843136	-	0.002611644814290631	0.0
13047	Zm00001d024185	10	53917368	53918410	+	0.032733874578650964	0.0
13065	Zm00001d026369	10	144444246	144447064	+	127.13732484239053	19.77465
13067	Zm00001d025075	10	102770462	102774619	-	8.846522420309068	10.78105
13082	Zm00001d023393	10	4656985	4661017	+	0.05235913599201564	0.1855455
13092	Zm00001d023603	10	11677283	11678915	-	6.271019417597412	1.18993
13096	Zm00001d025749	10	128281742	128287294	-	16.878165653261178	11.61495
13101	Zm00001d026072	10	137692990	137693383	-	3.88300081407307	1.5798299999999998
13117	Zm00001d024634	10	81353455	81354480	+	0.049993013138181906	0.0
13129	Zm00001d024733	10	85592811	85596617	-	0.022312989375057272	0.0839741
13134	Zm00001d025249	10	111052326	111062223	+	48.130805723306366	14.93455
13136	Zm00001d025899	10	133314416	133319808	+	0.10017243277091974	0.464603
13202	Zm00001d026263	10	142347104	142359053	+	5.850811069591004	6.10984
13211	Zm00001d026519	10	147477160	147478119	-	0.07797888491676817	0.26806949999999996
13215	Zm00001d023612	10	12001312	12002679	+	0.005342454367522355	0.0
13253	Zm00001d024469	10	72299212	72300316	-	0.008534596437285382	0.0
13276	Zm00001d023910	10	27639021	27654657	-	1.035532463635705	3.2467550000000003
13303	Zm00001d026483	10	146795023	146816445	+	101.27006900074694	33.842600000000004
13307	Zm00001d025057	10	102026192	102028561	+	1.6972515491588724	2.15789
13323	Zm00001d025413	10	117927674	117931068	+	3810.216607539487	217.80349999999999
13327	Zm00001d024499	10	74394027	74403109	-	307.51352378330927	37.992050000000006
13348	Zm00001d024266	10	60045205	60046381	-	0.000691247052659844	0.0
13354	Zm00001d023520	10	8642169	8650259	+	28.058406845655234	14.57375
13363	Zm00001d024018	10	37085964	37102852	+	1.4096418268732116	1.6608800000000001
13383	Zm00001d024830	10	90117994	90129224	+	252.88784612144997	49.7295
13399	Zm00001d023863	10	25367733	25368630	-	259.3598422625628	16.1438
13406	Zm00001d024647	10	82038495	82042897	+	0.3874654105452708	2.997605
13439	Zm00001d024443	10	70969629	70970339	+	0.0	0.0
13443	Zm00001d026055	10	137223043	137225822	+	1.8062896603193177	2.44923
13455	Zm00001d025685	10	126196299	126201711	+	1.1237134642332312e-05	0.0
13461	Zm00001d024220	10	57648578	57651264	-	0.5527992721593257	1.2875999999999999
13477	Zm00001d025409	10	117748318	117749080	-	0.016652116780537903	0.0
13479	Zm00001d025118	10	105193045	105209430	+	6.957664965525824	9.064319999999999
13480	Zm00001d025703	10	126789243	126793900	+	0.8273245749654204	0.6772265
13492	Zm00001d024465	10	72127773	72128574	-	1.5903889935845623	0.35975999999999997
13508	Zm00001d024720	10	85113347	85114493	+	0.0	0.0
13520	Zm00001d026584	10	148384226	148387093	-	2.5670936785751346	1.05343
13560	Zm00001d023439	10	5628582	5632451	+	7.218629320583414	8.69129
13567	Zm00001d025544	10	121844879	121845467	+	531.900845657452	26.1246
13573	Zm00001d026522	10	147504706	147524137	-	3.75419481251109	1.22345
13581	Zm00001d025713	10	127154777	127159945	-	5.516392437983445	6.442019999999999
13609	Zm00001d024547	10	77722776	77724235	-	24558.68828234176	191.022
13612	Zm00001d025765	10	128934891	128936806	-	4.715045413265415	4.754775
13654	Zm00001d023376	10	4272267	4274843	-	192906.46497368303	1066.99
13662	Zm00001d024311	10	63453243	63457463	-	8.633206627689592	7.220605
13663	Zm00001d024708	10	84431353	84435330	+	26.592018725116805	13.562999999999999
13674	Zm00001d025860	10	131691268	131694141	-	863.2385321578497	90.72749999999999
13677	Zm00001d023418	10	5087645	5091935	-	0.009135975134187294	0.04373985
13679	Zm00001d026069	10	137512704	137515431	-	2.219727205406891	0.3241535
13693	Zm00001d024643	10	81778827	81779889	+	0.061588408096270364	0.0
13695	Zm00001d024379	10	68164947	68165808	-	21598.286684443217	280.024
13698	Zm00001d026250	10	141994181	141995509	-	0.043043599360977645	0.0
13719	Zm00001d025808	10	130145463	130148492	-	1.1060591712759076	3.08379
13732	Zm00001d026335	10	143747462	143750718	-	150.5077389242338	22.49705
13756	Zm00001d024614	10	80366019	80367174	-	0.0	0.0
13762	Zm00001d024919	10	94989363	94991623	-	10.93976703260742	7.147525
13784	Zm00001d023801	10	22188802	22205430	-	1.796824071997785	4.380005
13793	Zm00001d024350	10	66118491	66119148	-	0.006651519147202981	0.0
13816	Zm00001d024134	10	48629598	48631479	+	1.0362505621420444	2.089825
13822	Zm00001d024977	10	97746846	97751025	+	0.01671010226661214	0.0
13837	Zm00001d026328	10	143614849	143616471	+	0.0	0.0
13853	Zm00001d025428	10	118316530	118317861	-	0.0038257934270163906	0.0
13903	Zm00001d025402	10	117254854	117256471	+	209.12573712347816	22.091250000000002
13904	Zm00001d024623	10	80764246	80764651	+	0.07031537779428214	0.0
13910	Zm00001d025913	10	133665353	133665806	-	14325.302657191543	351.25350000000003
13924	Zm00001d024199	10	55246274	55249896	+	3.175873197809836	7.05156
13928	Zm00001d026028	10	136365018	136365309	-	51.090632998982905	8.49883
13938	Zm00001d023984	10	34278518	34282752	+	275.4408321095337	8.625319999999999
13947	Zm00001d025624	10	124380366	124383628	+	2.1831660911080157	4.005345
13952	Zm00001d025655	10	125151822	125152140	+	0.0	0.0
13985	Zm00001d025574	10	122791788	122795379	+	8.253443257271371	7.781929999999999
13993	Zm00001d026649	10	149382211	149384169	-	587.9711466728986	29.9482
13995	Zm00001d025451	10	118988357	118988867	+	0.5522692569516909	0.252466
14007	Zm00001d025567	10	122515166	122515565	-	569.7182718249439	4.101015
14008	Zm00001d026598	10	148710853	148712556	+	4.636526817570857	6.04393
14011	Zm00001d026536	10	147843855	147850295	-	12.729983108472533	7.04045
14013	Zm00001d024424	10	70414237	70420011	-	0.02997120751913342	0.286633
14018	Zm00001d026187	10	140544509	140545281	-	19.63524075875583	2.5141400000000003
14031	Zm00001d025362	10	115708852	115710913	+	45.63305644503546	15.26635
14044	Zm00001d023728	10	17350499	17351900	-	0.040373599099075924	0.17220049999999998
14050	Zm00001d024969	10	97438718	97439261	-	10.268746738145836	0.8067150000000001
14056	Zm00001d023516	10	8543362	8544872	-	177294.45275489814	348.154
14058	Zm00001d025243	10	110767644	110768010	-	0.0014905569765924717	0.0
14061	Zm00001d025842	10	131446024	131446426	-	7.144111503291918	0.525535
14062	Zm00001d024800	10	88699676	88699964	-	191.06901798004023	16.5795
14074	Zm00001d024417	10	70110100	70110779	+	0.0013405879058866802	0.0
14075	Zm00001d025604	10	123694832	123697805	+	0.0006665161274310494	0.0
14079	Zm00001d025232	10	110229340	110236419	+	8.83900483294068	8.83307
14094	Zm00001d025201	10	108840805	108848622	+	229.7474796865819	92.1454
14101	Zm00001d025771	10	129060816	129063853	+	7.238492509349268	7.685775
14159	Zm00001d023318	10	2950376	2965782	-	0.3260330201708001	0.4635515
14165	Zm00001d024460	10	71764321	71764927	-	0.026343750553896074	0.0
14189	Zm00001d024057	10	40372938	40373797	-	0.03349282965382387	0.0
14209	Zm00001d024602	10	80081091	80085827	+	28.170352457936147	22.617649999999998
14221	Zm00001d024140	10	49067756	49069364	+	0.00010971476771702961	0.0
14224	Zm00001d023211	10	265242	271813	-	0.0003132620702227126	0.0
14240	Zm00001d025430	10	118524766	118525381	+	14.353776328896066	1.8277899999999998
14255	Zm00001d026287	10	142866475	142870798	-	321.08670769778274	56.269099999999995
14258	Zm00001d026489	10	146944931	146946110	-	22.598524964703874	7.0717099999999995
14267	Zm00001d026546	10	147981375	147981964	-	0.07371701566191927	0.0
14278	Zm00001d024151	10	49971628	49972114	-	0.1803197862844525	0.0
